loan_amnt,funded_amnt,funded_amnt_inv,term (months),int_rate (%),installment,grade,sub_grade,emp_length (year),home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,revol_bal,revol_util (%),total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,funded_ratio,credit_history_age,payment_ratio
20000,20000,19900.0,60.0,13.72,462.47,C,C5,3,MORTGAGE,126251.0,Verified,2011-01-01,Fully Paid,home_improvement,4.05,0,1997-08-01,1,2,23,5.7,4,27747.94,27609.2,20000.0,7747.94,462.21,1.0,13.427397260273972,0.0231235
8000,8000,7975.0,60.0,15.57,192.73,D,D5,0,RENT,41600.0,Source Verified,2011-01-01,Fully Paid,debt_consolidation,15.06,0,2007-07-01,1,6,6737,48.5,9,11557.64,11521.52,8000.0,3557.64,572.03,1.0,3.506849315068493,0.024091249999999998
6000,6000,6000.0,60.0,18.54,154.13,F,F3,9,RENT,55929.0,Source Verified,2011-01-01,Fully Paid,debt_consolidation,18.41,0,1996-10-01,5,20,11627,41.8,48,6798.87191,6798.87,6000.0,798.87,5566.67,1.0,14.26027397260274,0.025688333333333334
5000,5000,4500.0,36.0,8.88,158.72,B,B1,0,RENT,30000.0,Not Verified,2011-01-01,Charged Off,debt_consolidation,12.8,0,1998-09-01,0,10,8124,50.5,20,1267.28,1140.32,997.41,269.87,158.72,1.0,12.342465753424657,0.031744
12250,12250,12225.0,60.0,15.57,295.11,D,D5,5,RENT,46000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,23.74,0,1988-03-01,1,11,31231,86.3,16,16149.3139,16116.36,12250.0,3899.31,7605.86,1.0,22.852054794520548,0.02409061224489796
8000,8000,8000.0,36.0,14.09,273.78,D,D1,10,RENT,56000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,17.42,0,2002-02-01,0,11,5765,69.5,63,9175.647319,9175.65,8000.0,1175.65,5352.57,1.0,8.92054794520548,0.034222499999999996
24000,24000,23950.0,60.0,17.06,597.24,E,E4,8,MORTGAGE,72000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,17.7,0,1991-11-01,2,12,14978,69.3,41,34510.16408,34438.27,24000.0,10510.16,10045.88,1.0,19.18082191780822,0.024885
20000,20000,19159.30694,36.0,6.91,616.72,A,A5,10,MORTGAGE,165000.0,Verified,2011-01-01,Fully Paid,debt_consolidation,17.51,0,1984-08-01,1,20,79441,45.6,49,22192.05138,21230.25,20000.0,2192.05,1848.47,1.0,26.435616438356163,0.030836000000000002
25000,25000,24968.11749,60.0,12.98,568.58,C,C3,2,MORTGAGE,92004.0,Verified,2011-01-01,Fully Paid,debt_consolidation,22.19,0,1995-02-01,2,14,45735,40.5,30,29356.25502,29314.47,25000.0,4356.26,14723.38,1.0,15.926027397260274,0.0227432
15000,15000,14500.0,36.0,9.99,483.94,B,B4,6,MORTGAGE,102000.0,Source Verified,2011-01-01,Charged Off,debt_consolidation,13.2,0,1995-11-01,7,17,13942,46.3,54,10676.63,10319.98,6923.31,1765.06,483.94,1.0,15.178082191780822,0.03226266666666667
3800,3800,3300.0,36.0,6.54,116.54,A,A4,10,MORTGAGE,88000.0,Source Verified,2011-01-01,Fully Paid,car,24.82,0,1998-04-01,0,18,34766,33.5,55,4195.495618,3643.46,3800.0,395.5,126.31,1.0,12.761643835616438,0.03066842105263158
11700,11700,11700.0,36.0,6.17,356.84,A,A3,10,MORTGAGE,77705.88,Not Verified,2011-01-01,Fully Paid,debt_consolidation,4.63,0,1981-08-01,0,22,10730,6.6,47,12847.25738,12847.26,11700.0,1147.26,372.91,1.0,29.438356164383563,0.030499145299145297
3000,3000,2500.0,36.0,12.61,100.52,C,C2,2,RENT,54084.0,Source Verified,2011-01-01,Fully Paid,other,5.33,0,2005-07-01,3,4,3747,96.1,6,3618.779056,3015.65,3000.0,618.78,111.94,1.0,5.506849315068493,0.033506666666666664
12000,12000,11500.0,36.0,10.36,389.24,B,B5,4,RENT,80004.0,Not Verified,2011-01-01,Fully Paid,other,4.59,0,1996-12-01,0,6,8866,92.4,9,14012.99232,13429.12,12000.0,2012.99,399.09,1.0,14.093150684931507,0.03243666666666667
12600,12600,12600.0,60.0,9.99,267.66,B,B4,3,RENT,60000.0,Verified,2011-01-01,Fully Paid,small_business,2.82,0,2001-07-01,1,5,6245,30.2,11,13012.17071,13012.17,12600.0,412.17,12211.6,1.0,9.509589041095891,0.021242857142857143
1500,1500,1000.0,36.0,9.25,47.88,B,B2,1,RENT,14400.0,Source Verified,2011-01-01,Fully Paid,major_purchase,22.0,0,2007-09-01,3,5,531,7.6,12,1723.513192,1149.01,1500.0,223.51,50.2,1.0,3.336986301369863,0.031920000000000004
20000,20000,19656.62552,36.0,6.17,609.99,A,A3,10,RENT,59000.0,Verified,2011-01-01,Fully Paid,debt_consolidation,10.58,0,2000-02-01,0,14,4254,16.9,31,21960.5841,21558.09,20000.0,1960.58,631.17,1.0,10.923287671232877,0.0304995
5000,5000,4500.0,36.0,6.54,153.34,A,A4,10,MORTGAGE,156000.0,Verified,2011-01-01,Fully Paid,credit_card,10.22,0,1994-03-01,3,15,2712,22.0,28,5520.337158,4968.31,5000.0,520.34,170.98,1.0,16.84931506849315,0.030668
6250,6250,6250.0,36.0,9.99,201.65,B,B4,4,RENT,18000.0,Source Verified,2011-01-01,Fully Paid,debt_consolidation,18.0,0,2000-02-01,1,15,9421,28.0,27,7260.075165,7260.08,6250.0,1010.08,231.77,1.0,10.923287671232877,0.032264
10000,10000,9500.0,36.0,6.54,306.68,A,A4,10,OWN,1200000.0,Verified,2011-01-01,Fully Paid,debt_consolidation,1.46,0,1994-06-01,0,6,75706,49.1,13,11008.56503,10458.14,10000.0,1008.57,222.14,1.0,16.5972602739726,0.030668
4000,4000,3500.0,36.0,9.99,129.05,B,B4,6,MORTGAGE,34900.0,Not Verified,2011-01-01,Fully Paid,credit_card,22.69,0,2002-07-01,2,13,4932,18.5,18,4537.830965,3970.6,4000.0,537.83,1835.64,1.0,8.509589041095891,0.0322625
15000,15000,14500.0,36.0,14.09,513.33,D,D1,8,RENT,54996.0,Source Verified,2011-01-01,Fully Paid,debt_consolidation,6.76,0,2000-03-01,2,6,11432,92.9,11,18480.41729,17864.4,15000.0,3480.42,544.34,1.0,10.843835616438357,0.034222
10000,10000,10000.0,60.0,16.69,246.87,E,E3,3,MORTGAGE,60000.0,Verified,2011-01-01,Charged Off,other,19.54,0,1992-09-01,0,6,3094,31.6,26,1416.82,1416.82,438.6,545.24,246.87,1.0,18.345205479452055,0.024687
17500,17500,17278.2472,36.0,6.17,533.74,A,A3,10,MORTGAGE,41600.0,Verified,2011-01-01,Fully Paid,home_improvement,20.25,0,1994-12-01,1,13,28986,31.2,28,19215.1364,18955.21,17500.0,1715.14,547.58,1.0,16.095890410958905,0.030499428571428573
6000,6000,6000.0,60.0,15.95,145.75,E,E1,2,MORTGAGE,140000.0,Not Verified,2011-01-01,Fully Paid,car,7.88,0,1999-11-01,1,4,23736,98.1,22,8688.390006,8688.39,6000.0,2688.39,1271.45,1.0,11.175342465753424,0.024291666666666666
5000,5000,4500.0,36.0,6.54,153.34,A,A4,10,MORTGAGE,72000.0,Not Verified,2011-01-01,Fully Paid,major_purchase,0.98,0,1994-10-01,0,4,2525,7.4,24,5507.912658,4957.12,5000.0,507.91,915.55,1.0,16.263013698630136,0.030668
9800,9800,9750.0,60.0,9.25,204.63,B,B2,8,MORTGAGE,39000.0,Verified,2011-01-01,Charged Off,car,21.02,0,1993-02-01,0,10,8605,31.0,35,8185.2,8143.48,6005.85,2158.26,204.63,1.0,17.926027397260274,0.02088061224489796
19750,19750,19725.0,60.0,17.06,491.48,E,E4,10,MORTGAGE,60000.0,Verified,2011-01-01,Fully Paid,debt_consolidation,20.78,0,1996-10-01,0,12,14008,57.4,33,29008.56633,28971.85,19750.0,9234.0,6427.58,1.0,14.26027397260274,0.02488506329113924
14400,14400,13900.0,36.0,14.46,495.39,D,D2,3,RENT,130000.0,Source Verified,2011-01-01,Fully Paid,credit_card,5.0,0,2000-06-01,4,4,13456,94.8,9,17836.19068,17216.91,14400.0,3436.19,499.38,1.0,10.591780821917808,0.03440208333333333
14550,14550,14046.95079,36.0,9.62,466.9,B,B3,2,RENT,48000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,17.15,0,1997-05-01,1,8,11615,71.1,35,16806.10552,16224.58,14550.0,2256.11,957.05,1.0,13.67945205479452,0.0320893470790378
10000,10000,9975.0,36.0,6.17,305.0,A,A3,6,MORTGAGE,70000.0,Verified,2011-01-01,Fully Paid,debt_consolidation,14.97,0,1999-11-01,4,11,9903,22.8,18,10897.30635,10870.06,10000.0,897.31,3288.56,1.0,11.175342465753424,0.0305
5000,5000,4975.0,36.0,6.91,154.18,A,A5,2,RENT,21000.0,Not Verified,2011-01-01,Fully Paid,credit_card,16.97,1,2000-11-01,0,5,1030,5.3,27,5161.931149,5136.12,5000.0,161.93,4392.38,1.0,10.172602739726027,0.030836000000000002
9000,9000,8500.0,36.0,10.36,291.93,B,B5,3,RENT,42000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,5.03,0,2003-03-01,0,5,13529,67.6,16,10509.93224,9926.05,9000.0,1509.93,301.87,1.0,7.843835616438356,0.03243666666666667
20000,20000,19950.0,36.0,17.43,717.35,E,E5,10,MORTGAGE,101000.0,Verified,2011-01-01,Fully Paid,debt_consolidation,14.91,0,1999-03-01,0,14,23156,83.3,24,25826.12254,25761.56,20000.0,5826.12,769.78,1.0,11.846575342465753,0.035867500000000004
20000,20000,19475.0,36.0,13.72,680.84,C,C5,2,RENT,92000.0,Verified,2011-01-01,Fully Paid,debt_consolidation,6.04,0,1980-04-01,0,7,16086,73.1,28,23274.77193,22663.81,20000.0,3274.77,17.36,1.0,30.77260273972603,0.034042
5000,5000,4925.0,60.0,17.06,124.43,E,E4,4,MORTGAGE,135000.0,Verified,2011-01-01,Fully Paid,small_business,0.36,0,1995-09-01,4,5,722,9.4,27,7460.489503,7348.58,5000.0,2460.49,75.54,1.0,15.345205479452055,0.024886000000000002
20000,20000,16358.04592,60.0,9.99,424.85,B,B4,7,MORTGAGE,45000.0,Verified,2010-12-01,Fully Paid,debt_consolidation,13.36,0,1989-05-01,2,14,12761,39.5,33,24422.53822,18774.74,20000.0,4422.54,9979.66,1.0,21.6,0.0212425
15000,15000,14500.0,36.0,13.72,510.63,C,C5,7,RENT,65000.0,Source Verified,2011-01-01,Fully Paid,credit_card,16.6,0,1997-04-01,1,6,25270,80.6,13,17670.15137,17081.15,15000.0,2670.15,1011.22,1.0,13.761643835616438,0.034042
7000,7000,7000.0,36.0,5.79,212.29,A,A2,4,MORTGAGE,61000.0,Source Verified,2011-01-01,Fully Paid,major_purchase,7.26,0,2000-05-01,2,7,2054,20.3,11,7642.509523,7642.51,7000.0,642.51,247.72,1.0,10.676712328767124,0.030327142857142855
12000,12000,11975.0,36.0,12.98,404.22,C,C3,4,MORTGAGE,90000.0,Verified,2011-01-01,Fully Paid,debt_consolidation,13.33,1,1994-12-01,0,10,8955,48.7,32,14552.57778,14522.26,12000.0,2552.58,419.88,1.0,16.095890410958905,0.033685
5000,5000,4475.0,36.0,8.88,158.72,B,B1,10,MORTGAGE,39600.0,Not Verified,2011-01-01,Fully Paid,major_purchase,9.33,0,1993-08-01,2,5,3665,91.6,20,5714.329172,5114.32,5000.0,714.33,169.19,1.0,17.43013698630137,0.031744
5000,5000,5000.0,36.0,13.72,170.21,C,C5,4,RENT,28000.0,Verified,2011-01-01,Charged Off,debt_consolidation,12.21,1,2005-05-01,1,12,6347,70.0,16,1408.29,1408.29,817.0,372.39,170.21,1.0,5.673972602739726,0.034042
3200,3200,2700.0,36.0,12.61,107.23,C,C2,2,RENT,40800.0,Source Verified,2011-01-01,Fully Paid,debt_consolidation,3.09,0,2007-01-01,0,6,2944,20.8,7,3843.871874,3243.27,3200.0,643.87,635.26,1.0,4.002739726027397,0.033509375
11200,11200,11200.0,36.0,5.79,339.67,A,A2,3,RENT,180000.0,Verified,2011-01-01,Fully Paid,credit_card,21.77,0,1985-06-01,0,17,338,0.8,53,12182.77088,12182.77,11200.0,982.77,2702.63,1.0,25.602739726027398,0.03032767857142857
8075,8075,8075.0,36.0,6.17,246.28,A,A3,5,RENT,50000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,19.08,0,1993-08-01,0,4,8725,37.1,23,8371.168865,8371.17,8075.0,296.17,80.01,1.0,17.43013698630137,0.03049907120743034
14000,14000,11833.84,36.0,6.54,429.35,A,A4,0,MORTGAGE,42000.0,Verified,2011-01-01,Charged Off,small_business,4.26,0,1997-08-01,1,4,4644,25.8,14,6348.67,5631.52,2506.04,492.13,429.35,1.0,13.427397260273972,0.030667857142857146
3600,3600,3600.0,36.0,6.17,109.8,A,A3,0,RENT,30000.0,Source Verified,2011-01-01,Fully Paid,debt_consolidation,3.28,0,2000-11-01,1,8,291,5.3,17,3859.412314,3859.41,3600.0,259.41,11.07,1.0,10.172602739726027,0.0305
15000,15000,14975.0,36.0,16.32,529.73,E,E2,10,MORTGAGE,170000.0,Verified,2011-01-01,Charged Off,credit_card,8.49,0,1979-12-01,2,10,29236,85.3,29,10593.2,10575.58,7417.34,3160.46,529.73,1.0,31.106849315068494,0.03531533333333334
6500,6500,6475.0,36.0,6.54,199.34,A,A4,10,MORTGAGE,64800.0,Source Verified,2011-01-01,Charged Off,debt_consolidation,8.48,0,1990-06-01,0,14,15925,38.9,31,3986.45,3971.18,3437.6,530.6,199.34,1.0,20.6,0.03066769230769231
16000,16000,15975.0,60.0,9.62,336.97,B,B3,4,MORTGAGE,60000.0,Verified,2011-01-01,Charged Off,debt_consolidation,17.32,0,1996-09-01,1,10,7108,30.1,22,10780.07,10763.34,7534.18,3245.89,63.68,1.0,14.342465753424657,0.021060625000000003
12450,12450,12450.0,60.0,9.62,262.21,B,B3,3,MORTGAGE,96000.0,Verified,2011-01-01,Fully Paid,car,13.57,0,1997-02-01,3,16,22478,40.2,35,15713.94149,15713.94,12450.01,3263.93,1333.43,1.0,13.923287671232877,0.021061044176706827
10000,10000,10000.0,36.0,5.79,303.27,A,A2,6,RENT,35000.0,Not Verified,2011-01-01,Fully Paid,major_purchase,1.71,0,2001-10-01,1,7,894,1.8,12,10917.94705,10917.95,10000.0,917.95,331.44,1.0,9.257534246575343,0.030327
5000,5000,4500.0,36.0,9.62,160.45,B,B3,8,RENT,17720.09,Verified,2011-01-01,Fully Paid,vacation,12.19,0,2004-10-01,0,5,971,42.2,6,5801.998271,5221.8,5000.0,787.0,160.7,1.0,6.254794520547946,0.03209
19000,19000,19000.0,60.0,17.06,472.82,E,E4,2,RENT,46000.0,Verified,2011-01-01,Fully Paid,debt_consolidation,20.3,0,1998-10-01,5,9,12623,83.6,31,28368.47003,28368.47,19000.0,9368.47,472.09,1.0,12.26027397260274,0.024885263157894737
3500,3500,3500.0,60.0,13.35,80.27,C,C4,0,OWN,17376.0,Source Verified,2011-01-01,Fully Paid,home_improvement,7.46,0,2005-09-01,1,4,2808,33.8,4,4847.948005,4847.95,3500.0,1317.95,1.74,1.0,5.336986301369863,0.022934285714285713
2500,2500,2500.0,36.0,9.62,80.23,B,B3,0,RENT,48000.0,Not Verified,2011-01-01,Fully Paid,wedding,13.75,0,1998-08-01,0,2,0,0.0,26,2934.794871,2934.79,2500.0,389.79,6.53,1.0,12.427397260273972,0.032092
8000,8000,7950.0,60.0,13.35,183.47,C,C4,0,RENT,36000.0,Not Verified,2011-01-01,Charged Off,debt_consolidation,14.9,0,2005-07-01,1,11,5818,82.1,16,7522.27,7475.36,4859.29,2639.67,183.47,1.0,5.506849315068493,0.02293375
10000,10000,10000.0,60.0,18.17,254.86,F,F2,1,MORTGAGE,87300.0,Source Verified,2011-01-01,Fully Paid,debt_consolidation,10.2,0,1993-02-01,2,6,7468,79.4,18,15240.01,15240.01,10000.0,5240.01,1505.05,1.0,17.926027397260274,0.025486
6875,6875,6350.0,36.0,6.54,210.84,A,A4,0,MORTGAGE,95000.0,Not Verified,2011-01-01,Fully Paid,small_business,1.11,0,1995-09-01,2,7,3640,7.4,8,7261.198496,6706.71,6875.0,386.2,4950.58,1.0,15.345205479452055,0.030667636363636366
7475,7475,7475.0,60.0,13.72,172.85,C,C5,0,OWN,145000.0,Not Verified,2010-12-01,Fully Paid,debt_consolidation,17.39,0,1998-10-01,1,11,42581,44.8,30,10370.74273,10370.74,7475.0,2895.74,172.59,1.0,12.175342465753424,0.02312374581939799
3250,3250,3250.0,36.0,5.79,98.57,A,A2,10,OWN,71000.0,Not Verified,2011-01-01,Fully Paid,credit_card,4.82,0,1978-12-01,1,7,8928,33.7,24,3548.308947,3548.31,3250.0,298.31,110.46,1.0,32.106849315068494,0.030329230769230768
5625,5625,5625.0,36.0,6.91,173.46,A,A5,0,RENT,75000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,14.35,1,1999-01-01,0,14,24973,83.5,25,6244.473224,6244.47,5625.0,619.47,180.39,1.0,12.008219178082191,0.030837333333333335
9100,9100,9100.0,60.0,17.43,228.27,E,E5,0,OWN,85000.0,Not Verified,2011-01-01,Fully Paid,medical,7.88,2,1995-01-01,3,6,14985,64.9,24,9746.731464,9746.73,9100.0,646.73,8838.54,1.0,16.01095890410959,0.025084615384615386
6025,6025,5525.0,36.0,6.54,184.77,A,A4,0,RENT,60000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,7.4,0,2000-01-01,0,8,18719,40.7,25,6420.544327,5887.72,6025.0,395.54,2645.41,1.0,11.008219178082191,0.03066721991701245
8475,8475,7975.0,36.0,6.91,261.34,A,A5,0,MORTGAGE,44000.0,Not Verified,2011-01-01,Fully Paid,home_improvement,5.05,0,1999-12-01,0,7,5272,24.9,31,9210.40366,8667.02,8475.0,735.4,4249.61,1.0,11.093150684931507,0.030836578171091443
3525,3525,3025.0,36.0,6.91,108.7,A,A5,0,MORTGAGE,70000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,22.75,0,1999-12-01,0,9,19975,69.8,26,3840.534406,3295.8,3525.0,315.53,1669.21,1.0,11.093150684931507,0.030836879432624115
3800,3800,3300.0,36.0,6.54,116.54,A,A4,0,MORTGAGE,35000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,17.97,0,1996-04-01,1,7,9635,51.2,20,4198.349392,3645.93,3800.0,398.35,193.97,1.0,14.761643835616438,0.03066842105263158
8400,8400,8400.0,60.0,9.99,178.44,B,B4,0,MORTGAGE,48000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,10.5,0,1998-05-01,0,13,21123,39.9,37,10705.92366,10705.92,8400.0,2305.92,177.96,1.0,12.67945205479452,0.021242857142857143
2850,2850,2350.0,36.0,6.54,87.41,A,A4,0,RENT,115000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,11.07,0,1999-05-01,0,7,21504,45.4,32,3020.774596,2490.82,2850.0,170.77,1975.39,1.0,11.67945205479452,0.03067017543859649
7500,7500,7000.0,36.0,6.54,230.01,A,A4,0,MORTGAGE,100000.0,Not Verified,2011-01-01,Fully Paid,small_business,9.66,0,1996-08-01,0,9,13056,32.3,30,8050.828583,7514.11,7500.0,550.83,4379.79,1.0,14.427397260273972,0.030667999999999997
5575,5575,5575.0,36.0,15.2,193.81,D,D4,0,MORTGAGE,120000.0,Not Verified,2010-12-01,Fully Paid,small_business,16.4,1,1996-08-01,1,14,10611,48.0,48,6823.673051,6823.67,5575.0,1248.67,2185.61,1.0,14.342465753424657,0.034764125560538116
3450,3450,3450.0,60.0,9.99,73.29,B,B4,0,RENT,70000.0,Not Verified,2011-01-01,Charged Off,other,11.81,0,2004-11-01,4,10,6117,25.6,15,1676.07,1676.07,1015.09,521.36,73.29,1.0,6.16986301369863,0.02124347826086957
2150,2150,2150.0,60.0,14.83,50.96,D,D3,0,RENT,120000.0,Not Verified,2010-12-01,Fully Paid,debt_consolidation,6.16,0,2002-04-01,0,5,20020,57.9,6,2819.077831,2819.08,2150.0,669.08,1293.62,1.0,8.673972602739726,0.02370232558139535
6275,6275,5775.0,36.0,6.91,193.5,A,A5,0,OWN,135000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,15.64,0,1989-01-01,2,18,27463,26.0,34,6966.934392,6411.8,6275.0,691.93,200.41,1.0,22.013698630136986,0.030836653386454183
7050,7050,7050.0,60.0,12.98,160.34,C,C3,0,MORTGAGE,140000.0,Not Verified,2010-12-01,Fully Paid,moving,4.26,0,1992-10-01,1,6,78,0.2,17,9619.300001,9619.3,7050.0,2569.3,319.58,1.0,18.17808219178082,0.02274326241134752
3900,3900,3900.0,36.0,5.79,118.28,A,A2,0,RENT,78000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,14.54,0,1995-01-01,0,6,5017,55.7,24,4257.975187,4257.98,3900.0,357.98,138.19,1.0,16.01095890410959,0.030328205128205128
7375,7375,7375.0,60.0,17.43,185.0,E,E5,0,RENT,140000.0,Not Verified,2010-12-01,Fully Paid,major_purchase,5.25,1,2002-06-01,0,4,20392,40.8,5,7482.15625,7482.16,7375.0,107.16,7482.44,1.0,8.506849315068493,0.025084745762711864
5675,5675,5675.0,36.0,6.54,174.04,A,A4,0,RENT,66500.0,Not Verified,2011-01-01,Fully Paid,major_purchase,5.79,0,2004-10-01,0,10,195,2.4,12,6265.774115,6265.77,5675.0,590.77,201.92,1.0,6.254794520547946,0.03066784140969163
7900,7900,7900.0,60.0,14.83,187.24,D,D3,0,MORTGAGE,95500.0,Not Verified,2011-01-01,Fully Paid,small_business,15.19,1,1987-09-01,4,16,52264,41.0,30,10656.32591,10656.33,7900.01,2756.31,3927.72,1.0,23.350684931506848,0.02370126582278481
7600,7600,7575.0,60.0,9.99,161.45,B,B4,0,MORTGAGE,54400.0,Not Verified,2011-01-01,Fully Paid,other,9.82,0,1997-11-01,0,11,2484,8.0,39,8128.937566,8102.2,7600.0,528.94,6383.72,1.0,13.175342465753424,0.021243421052631578
5900,5900,5900.0,36.0,6.17,179.95,A,A3,0,RENT,119000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,6.94,0,1992-01-01,0,7,14723,64.8,22,6308.440043,6308.44,5900.0,408.44,3434.88,1.0,19.013698630136986,0.0305
6325,6325,6325.0,36.0,6.54,193.98,A,A4,0,MORTGAGE,130000.0,Not Verified,2011-01-01,Fully Paid,home_improvement,5.92,0,1987-09-01,0,17,43,0.2,27,6983.339931,6983.34,6325.0,658.34,220.34,1.0,23.350684931506848,0.03066877470355731
9450,9450,9450.0,36.0,6.54,289.81,A,A4,0,RENT,95000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,4.74,0,2000-09-01,0,10,14305,47.5,22,10438.45039,10438.45,9450.0,988.45,316.62,1.0,10.33972602739726,0.030667724867724868
2500,2500,2000.0,36.0,6.91,77.09,A,A5,0,RENT,25000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,15.55,0,2004-12-01,1,9,5050,56.5,15,2775.305569,2220.24,2500.0,275.31,79.74,1.0,6.087671232876712,0.030836000000000002
20000,20000,19975.0,36.0,6.17,609.99,A,A3,1,OWN,117500.0,Verified,2011-01-01,Fully Paid,debt_consolidation,12.86,0,1986-05-01,1,9,18219,29.5,27,21941.10458,21913.68,20000.0,1941.1,2439.33,1.0,24.687671232876713,0.0304995
3025,3025,3025.0,36.0,6.17,92.26,A,A3,0,MORTGAGE,200000.0,Not Verified,2011-01-01,Fully Paid,major_purchase,8.33,0,1997-07-01,0,8,106053,35.9,31,3304.907818,3304.91,3025.0,279.91,820.5,1.0,13.512328767123288,0.03049917355371901
9575,9575,9575.0,60.0,13.35,219.59,C,C4,0,MORTGAGE,65000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,4.62,0,2003-10-01,0,13,11594,38.2,17,13089.16002,13089.16,9575.0,3514.16,2128.16,1.0,7.257534246575342,0.022933681462140993
3775,3775,3775.0,36.0,6.17,115.14,A,A3,0,RENT,50000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,15.48,0,1999-09-01,0,7,11048,49.7,18,4006.696782,4006.7,3775.0,231.7,10.9,1.0,11.342465753424657,0.030500662251655628
1375,1375,875.0,36.0,6.91,42.4,A,A5,0,RENT,37500.0,Not Verified,2010-12-01,Fully Paid,credit_card,12.03,0,2004-09-01,0,5,6768,34.2,6,1432.734627,911.75,1375.0,57.73,1136.31,1.0,6.252054794520548,0.030836363636363634
6575,6575,6575.0,36.0,5.79,199.4,A,A2,0,MORTGAGE,100000.0,Not Verified,2011-01-01,Fully Paid,credit_card,16.87,0,1992-12-01,0,15,7805,17.9,39,7126.872328,7126.87,6575.0,551.87,2156.93,1.0,18.095890410958905,0.03032699619771863
4275,4275,4275.0,60.0,13.35,98.04,C,C4,0,RENT,63600.0,Not Verified,2011-01-01,Fully Paid,credit_card,12.74,0,2002-10-01,0,9,3843,58.4,19,5402.331457,5402.33,4275.0,1127.33,2663.43,1.0,8.257534246575343,0.022933333333333333
9050,9050,9050.0,60.0,13.72,209.27,C,C5,0,RENT,71000.0,Not Verified,2010-12-01,Fully Paid,debt_consolidation,24.05,0,1997-01-01,0,10,27330,78.1,21,12570.23,12570.23,9050.0,3505.23,417.57,1.0,13.923287671232877,0.02312375690607735
6900,6900,6400.0,36.0,6.91,212.77,A,A5,0,OWN,40000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,11.64,0,2004-04-01,3,11,14348,27.0,14,7435.972324,6897.13,6900.0,535.97,4034.86,1.0,6.756164383561644,0.03083623188405797
5400,5400,5375.0,60.0,12.23,120.75,C,C1,0,MORTGAGE,78000.0,Not Verified,2011-01-01,Fully Paid,other,18.0,1,1998-09-01,0,10,7316,55.8,22,7244.883567,7211.34,5400.0,1844.88,120.63,1.0,12.342465753424657,0.02236111111111111
3250,3250,3250.0,36.0,6.54,99.67,A,A4,0,RENT,35000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,4.77,0,1974-06-01,1,5,6838,38.0,14,3617.850667,3617.85,3250.0,337.85,79.51,1.0,36.61095890410959,0.03066769230769231
7800,7800,7300.0,36.0,6.91,240.53,A,A5,0,MORTGAGE,79000.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,15.05,0,1995-08-01,1,10,18970,51.4,32,8610.766397,8058.81,7800.0,810.77,2122.3,1.0,15.43013698630137,0.030837179487179487
4975,4975,4975.0,36.0,6.17,151.74,A,A3,0,RENT,95000.0,Not Verified,2011-01-01,Fully Paid,major_purchase,2.65,0,1997-12-01,0,5,3,0.0,12,5463.150845,5463.15,4975.0,488.15,161.65,1.0,13.093150684931507,0.030500502512562817
3850,3850,3845.520843,36.0,5.79,116.76,A,A2,0,OWN,45996.0,Not Verified,2011-01-01,Fully Paid,debt_consolidation,15.91,0,1988-11-01,1,18,8440,18.6,35,4203.37394,4198.12,3850.0,353.37,134.85,1.0,22.18082191780822,0.030327272727272727
7700,7700,7175.0,36.0,6.91,237.44,A,A5,0,MORTGAGE,54500.0,Not Verified,2011-01-01,Fully Paid,small_business,21.58,0,1985-08-01,2,9,45637,79.9,28,8245.373889,7683.19,7700.0,545.37,4924.02,1.0,25.435616438356163,0.030836363636363637
6575,6575,6575.0,60.0,12.23,147.03,C,C1,0,MORTGAGE,70000.0,Not Verified,2011-01-01,Fully Paid,credit_card,23.79,0,1990-06-01,2,6,31061,68.7,25,8342.811561,8342.81,6575.0,1767.81,3514.65,1.0,20.6,0.022361977186311787
